MODE,DRIVER,DRVRCNT,CENSUS_R_1,EDUC_1,EDUC_2,GASPRICE,HBHTNRNT_NEW,HBRESDN,HHFAMINC_NEW,HHSIZE,HHVEHCNT,HH_RACE_BLACK,HOMEOWN_OWN,HTEEMPDN,ADULT_NO_CHI,ADULT_CHI_15,MSASIZE_NEW,PRMACT_SCHOOL,R_AGE_IMP,R_SEX_IMP_NEW,TRIPPURP_HBSOCREC,TRIPPURP_HBW,TRPACCMP,TRPHHACC,TRPMILES,TRVLCMIN,URBAN_1,URBANSIZE_NEW,WHYTRP1S_SOCIAL,CNTTDTR,CONDPUB_NEW,CONDSPEC_NEW,DELIVER,FRSTHM17_NEW,MCUSED,NBIKETRP,NWALKTRP,OCCAT_MANU,PTUSED,RIDESHARE,SCHTYP_PUBLIC,WALK4EX,BIKE_HIGH,BUS_HIGH,CAR_HIGH,PRICE_AGREE,PTRANS_AGREE,TAXI_HIGH,WALK_HIGH,WALK2SAVE_AGREE
4,1,1.3175656527859325,1,0,0,0.25252467092113207,-0.386051649649499,0.3035700281655668,-0.4099589757955859,1.182034101593051,3,0,1,1.0741649940078999,0,1,1.4565970880391095,0,-0.37144702755954906,0,0,1,-0.3823829534504219,-0.5726106492076529,0.019145827582785175,0.11718472427996383,1,1.3853559842201104,0,1.0828772215539715,0,0,-0.42187534333967364,1,-0.07198111878929804,2.2526378350807112,2.1844574880130594,0,0.25214385436703163,-0.1881279231097924,0,-0.6136437273928226,1,0,1,0,1,0,0,1
4,1,1.3175656527859325,1,0,0,1.0386765198976413,-0.386051649649499,-0.5271876576895518,0.36288609575350284,0.3954544123922893,5,0,1,-0.8709094696841289,0,0,-0.7620986450592184,0,-0.025845899149046232,0,0,1,-0.3823829534504219,-0.5726106492076529,-0.09340788932489838,-0.3601439161132437,0,-0.8888650475831705,0,-1.2321473674382897,0,0,0.02158865972390841,1,-0.07198111878929804,-0.19013539156258094,-0.2289378799574475,0,-0.2110216273001497,-0.1881279231097924,0,-0.6136437273928226,0,0,1,1,0,0,0,0
4,1,0.07557150532893218,0,0,0,1.3618722800324272,0.10123274748372062,-0.11884913413364608,-0.4099589757955859,-0.3911252768084724,2,0,1,0.0766909100632698,0,0,-0.9151121438935859,0,0.8381569218772109,1,0,0,-0.3823829534504219,-0.5726106492076529,-0.11205790513461134,-0.29650009739414934,1,-0.7467262330954655,0,1.7443128184089032,0,0,-0.42187534333967364,1,-0.07198111878929804,-0.19013539156258094,-0.45878505785940055,0,-0.2110216273001497,-0.1881279231097924,0,-0.11833398022094319,0,0,1,0,0,0,0,0
3,1,0.07557150532893218,0,0,0,-1.3678216400248961,-0.8733360467827187,-0.11884913413364608,2.4882100425134968,-0.3911252768084724,3,0,1,0.0766909100632698,0,0,0.23248909736417,0,-0.025845899149046232,0,0,0,0.15491853552726498,0.7911883670709665,-0.12893587894371294,-0.20103436931550786,1,1.3853559842201104,0,0.09072382627157377,0,0,0.46505266278749047,1,-0.07198111878929804,-0.19013539156258094,-0.6886322357613536,0,-0.2110216273001497,-0.1881279231097924,0,-0.6136437273928226,0,0,1,0,0,0,0,0
2,1,0.07557150532893218,0,0,1,1.7505806942485918,0.5885171446169403,-0.4567844639730163,-1.0668772866123113,0.3954544123922893,2,0,1,-0.8210357654868973,0,0,-0.5325783968076673,0,0.7805567338087938,1,0,0,0.15491853552726498,0.7911883670709665,-0.15904606801967472,-0.5828972816300738,0,-0.8888650475831705,0,0.09072382627157377,0,0,-0.6436073448714646,1,-0.07198111878929804,-0.19013539156258094,0.000909297944505561,0,-0.2110216273001497,-0.1881279231097924,0,0.8722855141228156,0,0,1,1,1,0,0,1
4,1,0.07557150532893218,0,0,1,-1.1756511880528602,3.0249391302830384,-0.3300587152832525,-0.9123082723024936,0.3954544123922893,2,0,0,-0.4220461319090453,0,1,-0.9916188933107696,0,-1.5234507889278919,1,0,0,-0.3823829534504219,-0.5726106492076529,-0.1415144721611673,-0.3601439161132437,0,-0.8888650475831705,0,-0.570711770583358,0,0,-0.6436073448714646,1,-0.07198111878929804,-0.19013539156258094,-0.6886322357613536,0,-0.2110216273001497,-0.1881279231097924,0,-0.6136437273928226,0,0,1,0,0,0,0,0
4,1,0.07557150532893218,0,0,0,2.2572118858112296,1.0758015417501599,0.3035700281655668,0.7493086315280472,1.182034101593051,3,0,1,0.0766909100632698,0,1,-0.9916188933107696,0,-0.37144702755954906,1,0,0,-0.3823829534504219,-0.5726106492076529,0.7315067118285501,6.958895236582604,0,-0.8888650475831705,0,-0.570711770583358,0,0,0.24332066125569946,1,-0.07198111878929804,-0.19013539156258094,-0.6886322357613536,0,-0.2110216273001497,-0.1881279231097924,0,-0.6136437273928226,0,0,1,0,0,0,1,0
2,1,0.07557150532893218,0,0,1,-1.1931212291412274,-0.386051649649499,-0.3300587152832525,-0.9123082723024936,1.182034101593051,2,0,0,0.0766909100632698,0,1,1.4565970880391095,0,-1.2930500366542235,1,0,1,-0.3823829534504219,-0.5726106492076529,-0.14559597873634594,-0.48743155355143236,1,1.3853559842201104,0,-1.2321473674382897,0,0,-0.6436073448714646,1,-0.07198111878929804,-0.19013539156258094,-0.6886322357613536,1,-0.2110216273001497,-0.1881279231097924,0,-0.6136437273928226,0,0,1,1,0,0,0,0
3,1,1.3175656527859325,0,0,0,-0.2628415411856911,-0.8733360467827187,-0.3300587152832525,0.36288609575350284,0.3954544123922893,2,0,1,-0.4220461319090453,0,0,1.4565970880391095,0,-0.025845899149046232,0,0,0,0.6922200245049518,0.7911883670709665,-0.10717752716571448,-0.3601439161132437,1,1.3853559842201104,0,-0.570711770583358,0,0,0.46505266278749047,1,-0.07198111878929804,-0.19013539156258094,-0.343861468908424,0,-0.2110216273001497,-0.1881279231097924,0,0.1293208933649965,0,0,1,0,0,0,1,0
2,1,0.07557150532893218,0,0,0,-0.71706260948323,-0.386051649649499,-0.4567844639730163,-0.023536440021041508,-0.3911252768084724,5,0,1,-0.8709094696841289,0,0,-0.7620986450592184,0,1.1837580502877136,0,0,0,0.15491853552726498,-0.5726106492076529,-0.07879580528707031,-0.5192534629109795,0,-0.8888650475831705,0,-0.2399939721558921,0,0,-0.42187534333967364,1,-0.07198111878929804,-0.19013539156258094,-0.45878505785940055,0,-0.2110216273001497,-0.1881279231097924,0,-0.11833398022094319,1,0,1,0,0,0,1,0
